Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
568,Max Shulga,23,BOS,SG,9,0,1.4,0.1,0.4,.250,0.0,0.1,.000,0.1,0.3,.333,.250,0.2,0.2,1.000,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.6,0.4,,shulgma01
569,John Tonje,24,BOS,SG,5,0,2.4,0.0,0.4,.000,0.0,0.4,.000,0.0,0.0,,.000,0.4,0.4,1.000,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.2,0.4,,tonjejo01
570,Chris Mañon,24,LAL,SG,6,0,4.2,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.3,1.000,0.2,0.8,1.0,0.2,0.5,0.3,0.2,0.8,0.3,,manonch01
571,Jahmyl Telfort,24,LAC,PF,8,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.1,0.5,.250,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,,telfoja01
572,Darius Brown II,26,CLE,SG,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,brownda04
573,Noa Essengue,19,CHI,PF,2,0,3.0,0.0,1.5,.000,0.0,1.0,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,essenno01
574,Tosan Evbuomwan,24,NYK,SF,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,,evbuoto01
575,Enrique Freeman,25,MIN,PF,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.0,0.0,,freemen01
576,Chucky Hepburn,22,TOR,PG,2,0,6.5,0.0,3.0,.000,0.0,2.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,,hepbuch01
577,Trevor Keels,22,MIA,SG,4,0,1.3,0.0,1.0,.000,0.0,0.8,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,keelstr01
